ID,Dut,Pad,CX,CY
7199,127,95,-126913.6,38009.3
7200,127,96,-126843.2,38003.4
7201,129,2,-84826.8,40673.4
7202,129,3,-84895,40672.2
7203,129,5,-85038.2,40674.8
7204,129,7,-85178.1,40674.5
7205,129,9,-85316.2,40673.9
7206,129,11,-85456.9,40674.6
7207,129,13,-85597.3,40674
7208,129,15,-85737.9,40675.3
7209,129,16,-85806.1,40674.7
7210,129,17,-85875,40673.6
7211,129,18,-85947.6,40676.5
7212,129,20,-86088.2,40675.3
7213,129,22,-86229.1,40674.5
7214,129,24,-86366.9,40675.6
7215,129,26,-86508.9,40674.9
7216,129,27,-86578.8,40672.2
7217,129,28,-86738.3,40676.7
7218,129,29,-86806.2,40675
7219,129,30,-86874.5,40673.7
7220,129,31,-86948.1,40671.8
7221,129,32,-87014.9,40672.9
7222,129,33,-87086.1,40675.4
7223,129,34,-87157.1,40670.8
7224,129,35,-87227.8,40671.9
7225,129,36,-87295.8,40675.7
7226,129,37,-87366.1,40674.3
7227,129,38,-87434.2,40673.8
7228,129,39,-87507.4,40671.2
7229,129,40,-87574.9,40675.9
7230,129,42,-87717.8,40674.1
7231,129,44,-87851.2,40672.2
7232,129,46,-87995.9,40673.7
7233,129,48,-88135.3,40674.5
7234,129,50,-88277.1,40673.5
7235,129,52,-88415.5,40672.7
7236,129,54,-88556.2,40674.9
7237,129,55,-88621.5,40674.9
7238,129,56,-88691.7,40672.3
7239,129,57,-89144.2,40672.3
7240,129,58,-89211.5,40673.3
7241,129,59,-89280.9,40675.2
7242,129,60,-89349.4,40673.6
7243,129,62,-89486.7,40675.1
7244,129,63,-89554.2,40676.2
7245,129,64,-89620.8,40674.7
7246,129,66,-89759,40672.7
7247,129,67,-89826.8,40673
7248,129,69,-89961,40674.3
7249,129,71,-90101.9,40676.3
7250,129,72,-90168.4,40673.7
7251,129,73,-90240,40672.6
7252,129,74,-90305.9,40675.4
7253,129,75,-90375.3,40673.8
7254,129,77,-90511.7,40671.2
7255,129,78,-90579.1,40675.7
7256,129,79,-90648.6,40673.8
7257,129,80,-90715.9,40671.2
7258,129,81,-90780.3,40675
7259,129,82,-90851,40675.6
7260,129,83,-90919.7,40675
7261,129,84,-90989.6,40673
7262,129,85,-91056.8,40673.2
7263,129,86,-91122,40673.4
7264,129,87,-91191.6,40674.9
7265,129,88,-91260,40672.2
7266,129,89,-91325.7,40674.8
7267,129,91,-91533.1,40675.8
7268,129,92,-91599.6,40672.6
7269,129,93,-91667.3,40675.5
7270,129,94,-91601.4,40922.4
7271,129,95,-91535.7,40925.9
7272,129,96,-91463.2,40923
7273,130,2,-77753.4,37757.3
7274,130,3,-77820,37755.4
7275,130,5,-77959.7,37755.6
7276,130,7,-78102.3,37757.4
7277,130,9,-78241.7,37756.5
7278,130,11,-78383.1,37756.5
7279,130,13,-78520.3,37758.6
7280,130,15,-78659,37756.9
7281,130,16,-78731.9,37752.9
7282,130,17,-78801,37756.7
7283,130,18,-78869.5,37756.8
7284,130,20,-79011.8,37757.2
7285,130,22,-79151.9,37755.7
7286,130,24,-79290.1,37759.4
7287,130,26,-79430.7,37757
7288,130,27,-79503.3,37755.3
7289,130,28,-79660.5,37758.9
7290,130,29,-79730.4,37758.6
7291,130,30,-79802.4,37756
7292,130,31,-79870.6,37757.5
7293,130,32,-79940.3,37758.9
7294,130,33,-80009.3,37757.8
7295,130,34,-80081.1,37756.6
7296,130,35,-80149.4,37757.6
7297,130,36,-80219,37757
7298,130,37,-80287.5,37756.3
7299,130,38,-80361,37756.6
7300,130,39,-80428.5,37756.2
7301,130,40,-80500,37758.5
7302,130,42,-80638.7,37756.2
7303,130,44,-80783.9,37758.2
7304,130,46,-80919.2,37756.4
7305,130,48,-81059.3,37757.9
7306,130,50,-81200,37755.5
7307,130,52,-81341.4,37756.1
7308,130,54,-81478,37755.2
7309,130,55,-81546.9,37756.5
7310,130,56,-81616.1,37756.3
7311,130,57,-82069.9,37758.6
7312,130,58,-82136.5,37757.5
7313,130,59,-82205.2,37758.1
7314,130,60,-82276.7,37757.7
7315,130,62,-82407,37756.5
7316,130,63,-82477.2,37758.4
7317,130,64,-82546,37757.1
7318,130,66,-82681.6,37754.9
7319,130,67,-82751.6,37754
7320,130,69,-82884.8,37757
7321,130,71,-83024.4,37756.5
7322,130,72,-83094.1,37758.3
7323,130,73,-83161.9,37758.5
7324,130,74,-83233.2,37756.6
7325,130,75,-83296.3,37756.6
7326,130,77,-83433.1,37758.3
7327,130,78,-83502.8,37757.2
7328,130,79,-83571.1,37755.6
7329,130,80,-83641.9,37757.1
7330,130,81,-83705,37757.5
7331,130,82,-83775.2,37757.1
7332,130,83,-83841.6,37756.6
7333,130,84,-83913.4,37758.4
7334,130,85,-83979,37757.3
7335,130,86,-84048.7,37758.9
7336,130,87,-84115.4,37754.5
7337,130,88,-84185.8,37757.3
7338,130,89,-84249.7,37757.4
7339,130,91,-84453.2,37758.2
7340,130,92,-84523.6,37758
7341,130,93,-84591.4,37757.7
7342,130,94,-84526.6,38005.9
7343,130,95,-84456.6,38009.1
7344,130,96,-84389,38007.2
7345,131,2,-84827.9,29004.3
7346,131,3,-84894.8,29003.9
7347,131,5,-85038,29006.5
7348,131,7,-85179.1,29003.2
7349,131,9,-85316.5,29003.9
7350,131,11,-85456.2,29006.4
7351,131,13,-85595.8,29006.1
7352,131,15,-85737,29005.3
7353,131,16,-85806,29005.3
7354,131,17,-85875.2,29003.7
7355,131,18,-85946.4,29006.3
7356,131,20,-86087,29005.8
7357,131,22,-86225.7,29007
7358,131,24,-86367.5,29007.3
7359,131,26,-86507.1,29004.5
7360,131,27,-86578.5,29006.2
7361,131,28,-86736.2,29004.9
7362,131,29,-86805.2,29005.2
7363,131,30,-86875.4,29006.1
7364,131,31,-86944.4,29002.4
7365,131,32,-87016.1,29005.9
7366,131,33,-87084.3,29004
7367,131,34,-87155.4,29006.3
7368,131,35,-87223.5,29004.6
7369,131,36,-87294.9,29005
7370,131,37,-87364.8,29002.5
7371,131,38,-87433.6,29007.9
7372,131,39,-87505,29001.5
7373,131,40,-87574.9,29006
7374,131,42,-87716,29005.1
7375,131,44,-87854.7,29007.4
7376,131,46,-87995.1,29002.7
7377,131,48,-88135.3,29006.7
7378,131,50,-88274.3,29006.1
7379,131,52,-88414.6,29006.7
7380,131,54,-88554,29005
7381,131,55,-88620.3,29004
7382,131,56,-88689.3,29005.3
7383,131,57,-89144.1,29005.5
7384,131,58,-89213,29005.6
7385,131,59,-89280.9,29005.6
7386,131,60,-89349.9,29005.7
7387,131,62,-89484.1,29004.7
7388,131,63,-89553.9,29006.5
7389,131,64,-89619.4,29003.7
7390,131,66,-89755.7,29003.3
7391,131,67,-89827,29007.5
7392,131,69,-89960.2,29002.8
7393,131,71,-90100.9,29003.2
7394,131,72,-90169.7,29004.6
7395,131,73,-90235.9,29002.1
7396,131,74,-90306.2,29005.5
7397,131,75,-90372.2,29002.6
7398,131,77,-90508.4,29001.7
7399,131,78,-90579.8,29005.4
7400,131,79,-90646.4,29002.8
7401,131,80,-90716.7,29006.9
7402,131,81,-90780.1,29001.2
7403,131,82,-90850.7,29003.6
7404,131,83,-90918.2,29005.8
7405,131,84,-90987.3,29004.9
7406,131,85,-91054.6,29004.3
7407,131,86,-91123.4,29003.4
7408,131,87,-91191.4,29003.8
7409,131,88,-91259,29008
7410,131,89,-91327.1,29005.4
7411,131,91,-91534.5,29001.9
7412,131,92,-91600.7,29006.5
7413,131,93,-91666.1,29005
7414,131,94,-91601.2,29255.4
7415,131,95,-91535.6,29255.3
7416,131,96,-91463.3,29255.1
7417,132,2,-77754.2,26084.9
7418,132,3,-77819.8,26086
7419,132,5,-77959.2,26089.1
7420,132,7,-78102.2,26089.1
7421,132,9,-78240.9,26088.1
7422,132,11,-78382,26088.3
7423,132,13,-78520.3,26089.5
7424,132,15,-78659.8,26087.7
7425,132,16,-78730.6,26088.8
7426,132,17,-78800.2,26084.3
7427,132,18,-78868.4,26089.4
7428,132,20,-79009.2,26088.6
7429,132,22,-79150.5,26088
7430,132,24,-79290,26090.4
7431,132,26,-79429.2,26089.2
7432,132,27,-79500.7,26088.5
7433,132,28,-79659.5,26090.1
7434,132,29,-79730.8,26088.4
7435,132,30,-79800.1,26088.4
7436,132,31,-79868.8,26085.2
7437,132,32,-79940.9,26089.3
7438,132,33,-80009.2,26087.2
7439,132,34,-80081.9,26089.5
7440,132,35,-80149.1,26083.9
7441,132,36,-80220.6,26090.9
7442,132,37,-80289.7,26088
7443,132,38,-80359.8,26090.6
7444,132,39,-80429.5,26085.5
7445,132,40,-80499.2,26090.9
7446,132,42,-80639.3,26086
7447,132,44,-80782.5,26089.8
7448,132,46,-80918.7,26089.1
7449,132,48,-81059.7,26090.7
7450,132,50,-81199.6,26088
7451,132,52,-81340.2,26090.9
7452,132,54,-81480.7,26089.9
7453,132,55,-81544.7,26088.6
7454,132,56,-81613.4,26088.3
7455,132,57,-82067.4,26086.9
7456,132,58,-82136.8,26090.9
7457,132,59,-82207.8,26084
7458,132,60,-82275.9,26090.1
7459,132,62,-82409.1,26085.4
7460,132,63,-82478.6,26086.8
7461,132,64,-82545.4,26085.5
7462,132,66,-82683,26087.4
7463,132,67,-82750.3,26089.3
7464,132,69,-82886.3,26084.6
7465,132,71,-83025.6,26087.6
7466,132,72,-83095.2,26088.7
7467,132,73,-83161.6,26085.3
7468,132,74,-83230.4,26089.6
7469,132,75,-83299.6,26086.7
7470,132,77,-83434.5,26088.1
7471,132,78,-83504.3,26089.5
7472,132,79,-83571,26088.1
7473,132,80,-83640.2,26090.6
7474,132,81,-83705.3,26087.9
7475,132,82,-83776.6,26090.4
7476,132,83,-83843.1,26087.3
7477,132,84,-83913.1,26091.1
7478,132,85,-83978.6,26087.7
7479,132,86,-84049.1,26090.5
7480,132,87,-84115.9,26084.6
7481,132,88,-84184.6,26090.5
7482,132,89,-84249.9,26085.6
7483,132,91,-84454.7,26088.2
7484,132,92,-84525.1,26088.1
7485,132,93,-84591.6,26085.2
7486,132,94,-84525.6,26338.3
7487,132,95,-84456.7,26340.2
7488,132,96,-84387.6,26336.4
7489,133,2,-84827.3,17336.8
7490,133,3,-84894.2,17337.2
7491,133,5,-85039.7,17334.3
7492,133,7,-85176.4,17338.2
7493,133,9,-85316.3,17335.8
7494,133,11,-85456.2,17337.9
7495,133,13,-85597.1,17335.2
7496,133,15,-85739.3,17335.4
7497,133,16,-85805.1,17337.6
7498,133,17,-85876.7,17334.6
7499,133,18,-85945.3,17337.6
7500,133,20,-86087.8,17335.1
7501,133,22,-86225.5,17336.5
7502,133,24,-86366.6,17336.7
7503,133,26,-86506.6,17336.2
7504,133,27,-86577,17335.4
7505,133,28,-86735.5,17338.1
7506,133,29,-86805.2,17336.9
7507,133,30,-86873.7,17335.7
7508,133,31,-86945.5,17336.7
7509,133,32,-87016.5,17337.2
7510,133,33,-87084.7,17336.8
7511,133,34,-87154.7,17336.9
7512,133,35,-87225.1,17337.1
7513,133,36,-87294.7,17338.1
7514,133,37,-87366.3,17337
7515,133,38,-87433.6,17337.6
7516,133,39,-87504,17335.9
7517,133,40,-87574.3,17338
7518,133,42,-87714.9,17334.9
7519,133,44,-87854.1,17337.6
7520,133,46,-87995,17336.4
7521,133,48,-88135.9,17335.3
7522,133,50,-88275.3,17335.8
7523,133,52,-88416.2,17336.7
7524,133,54,-88555.6,17338.6
7525,133,55,-88621.5,17335.9
7526,133,56,-88689.7,17338.1
7527,133,57,-89146,17338.1
7528,133,58,-89214.5,17338
7529,133,59,-89280.3,17335.5
7530,133,60,-89347.6,17334.4
7531,133,62,-89485.8,17337.5
7532,133,63,-89553.5,17336.6
7533,133,64,-89620.6,17333.4
7534,133,66,-89758.9,17336
7535,133,67,-89825,17334
7536,133,69,-89960.7,17335.5
7537,133,71,-90101.4,17337.5
7538,133,72,-90171.2,17339
7539,133,73,-90236.4,17335.3
7540,133,74,-90305.6,17337.9
7541,133,75,-90373.6,17335
7542,133,77,-90510,17334.6
7543,133,78,-90577.2,17336.3
7544,133,79,-90648.7,17334.3
7545,133,80,-90714.3,17337.7
7546,133,81,-90780.3,17333.8
7547,133,82,-90850.1,17335.7
7548,133,83,-90919.9,17336.3
7549,133,84,-90986.4,17337
7550,133,85,-91054.2,17336
7551,133,86,-91122.3,17335.4
7552,133,87,-91191.9,17334.8
7553,133,88,-91256.3,17336.5
7554,133,89,-91326.6,17336.1
7555,133,91,-91532.1,17336.7
7556,133,92,-91601.2,17335.1
7557,133,93,-91667.1,17338
7558,133,94,-91599.7,17585.6
7559,133,95,-91535.6,17588.9
7560,133,96,-91464,17586.4
7561,134,2,-77753.8,14417.9
7562,134,3,-77822,14421.3
7563,134,5,-77961,14419.2
7564,134,7,-78101.4,14420.6
7565,134,9,-78241,14418.1
7566,134,11,-78382.5,14421.7
7567,134,13,-78520.9,14420.9
7568,134,15,-78663.6,14415.5
7569,134,16,-78732.6,14420.4
7570,134,17,-78799.8,14418.6
7571,134,18,-78869.9,14418.5
7572,134,20,-79011.6,14418.4
7573,134,22,-79153.4,14420.7
7574,134,24,-79290.6,14421.7
7575,134,26,-79431.9,14418.3
7576,134,27,-79502,14418.3
7577,134,28,-79660.2,14418.2
7578,134,29,-79728.8,14418.2
7579,134,30,-79802,14420.9
7580,134,31,-79868.2,14416.1
7581,134,32,-79939.8,14421.2
7582,134,33,-80009.6,14419.5
7583,134,34,-80079.4,14421
7584,134,35,-80148.4,14418
7585,134,36,-80220.9,14418.6
7586,134,37,-80289.5,14417.7
7587,134,38,-80360.9,14421
7588,134,39,-80427.7,14418.5
7589,134,40,-80499.1,14419.1
7590,134,42,-80642.5,14418.4
7591,134,44,-80780.8,14422.5
7592,134,46,-80917.4,14418.4
7593,134,48,-81058.4,14420.8
7594,134,50,-81201.5,14416
7595,134,52,-81340.9,14418.8
7596,134,54,-81478.8,14417.7
7597,134,55,-81545.4,14418.3
7598,134,56,-81613.4,14421.8
7599,134,57,-82068.5,14418.8
7600,134,58,-82137.1,14420.8
7601,134,59,-82204.8,14418.6
7602,134,60,-82274.8,14421.1
7603,134,62,-82411.1,14417.8
7604,134,63,-82477.3,14420.2
7605,134,64,-82546.4,14418.2
7606,134,66,-82680.7,14418.2
7607,134,67,-82750.4,14417.8
7608,134,69,-82884.1,14418.6
7609,134,71,-83025.5,14418.4
7610,134,72,-83094.9,14417.9
7611,134,73,-83161.2,14417.9
7612,134,74,-83229,14419.8
7613,134,75,-83298,14419.2
7614,134,77,-83433.7,14418.4
7615,134,78,-83503.5,14421.2
7616,134,79,-83572.1,14418.4
7617,134,80,-83640.3,14421.9
7618,134,81,-83704.9,14418.3
7619,134,82,-83776.4,14420.5
7620,134,83,-83843.3,14420
7621,134,84,-83911.7,14421.4
7622,134,85,-83978.2,14417
7623,134,86,-84048.7,14417.3
7624,134,87,-84115.7,14419.9
7625,134,88,-84184.2,14421.4
7626,134,89,-84249,14417.3
7627,134,91,-84454.4,14418
7628,134,92,-84526.7,14419.3
7629,134,93,-84592.2,14416.9
7630,134,94,-84526.4,14669.5
7631,134,95,-84456.9,14668.2
7632,134,96,-84389.1,14668.5
7633,135,2,-84831.4,5664.9
7634,135,3,-84896,5667.2
7635,135,5,-85038.6,5663.3
7636,135,7,-85177.6,5665
7637,135,9,-85317.9,5667.9
7638,135,11,-85455.2,5668.9
7639,135,13,-85598.2,5669.4
7640,135,15,-85738.2,5663.9
7641,135,16,-85805.7,5669.5
7642,135,17,-85876.4,5666.4
7643,135,18,-85946.2,5669.3
7644,135,20,-86087.9,5665.1
7645,135,22,-86226.5,5668.5
7646,135,24,-86367.2,5670.8
7647,135,26,-86509.2,5665
7648,135,27,-86577.5,5665.7
7649,135,28,-86735.4,5669.7
7650,135,29,-86804.5,5664.9
7651,135,30,-86875.1,5669.1
7652,135,31,-86947.5,5663.8
7653,135,32,-87016.9,5670
7654,135,33,-87084.6,5666
7655,135,34,-87157.8,5668.3
7656,135,35,-87226.1,5664.9
7657,135,36,-87296.1,5668.4
7658,135,37,-87364.6,5666.8
7659,135,38,-87433.7,5665.2
7660,135,39,-87506.6,5663.9
7661,135,40,-87575,5667.3
7662,135,42,-87716.8,5663.8
7663,135,44,-87854.9,5665.2
7664,135,46,-87997,5665.6
7665,135,48,-88135.3,5669.6
7666,135,50,-88274.8,5666.6
7667,135,52,-88414.6,5669.9
7668,135,54,-88554.2,5666.2
7669,135,55,-88623.4,5665.8
7670,135,56,-88690.2,5669.1
7671,135,57,-89143.7,5665.6
7672,135,58,-89214.5,5668.2
7673,135,59,-89281.2,5666.4
7674,135,60,-89349.9,5665
7675,135,62,-89484.7,5666.3
7676,135,63,-89552.9,5669
7677,135,64,-89621.8,5667.5
7678,135,66,-89756.7,5664.3
7679,135,67,-89827.4,5666.2
7680,135,69,-89960.7,5666.3
7681,135,71,-90101.6,5663.3
7682,135,72,-90169.9,5668.1
7683,135,73,-90234.9,5664.7
7684,135,74,-90304.7,5666.3
7685,135,75,-90373.8,5663.8
7686,135,77,-90512.4,5665.3
7687,135,78,-90579.7,5667
7688,135,79,-90645.8,5666.4
7689,135,80,-90713.9,5666.1
7690,135,81,-90780.3,5667.1
7691,135,82,-90849.3,5669
7692,135,83,-90917.2,5664.6
7693,135,84,-90985.7,5670.2
7694,135,85,-91053.5,5667.2
7695,135,86,-91128.4,5670.1
7696,135,87,-91189.7,5665.3
7697,135,88,-91259.2,5668.2
7698,135,89,-91324.6,5667.4
7699,135,91,-91531.5,5666.3
7700,135,92,-91600.5,5667
7701,135,93,-91665.6,5665.3
7702,135,94,-91601.8,5916.7
7703,135,95,-91534.4,5917.1
7704,135,96,-91465.2,5916.4
7705,136,2,-77756.4,2751.8
7706,136,3,-77821.6,2747.7
7707,136,5,-77961.8,2747.9
7708,136,7,-78103,2750.7
7709,136,9,-78244.2,2748.3
7710,136,11,-78383.4,2747.8
7711,136,13,-78521.4,2747.6
7712,136,15,-78662.5,2747
7713,136,16,-78732.7,2749.9
7714,136,17,-78802.2,2748.6
7715,136,18,-78870.3,2747
7716,136,20,-79011.6,2747.5
7717,136,22,-79154.5,2747.9
7718,136,24,-79290.9,2750.7
7719,136,26,-79433.2,2747.8
7720,136,27,-79503.3,2749.5
7721,136,28,-79660.4,2752.1
7722,136,29,-79729.5,2748.7
7723,136,30,-79802.1,2747.9
7724,136,31,-79870.6,2751.7
7725,136,32,-79941.7,2750.1
7726,136,33,-80009.1,2748.2
7727,136,34,-80081,2750.2
7728,136,35,-80147.7,2751
7729,136,36,-80222,2751.8
7730,136,37,-80288,2752.5
7731,136,38,-80359.3,2751.4
7732,136,39,-80428.9,2748.6
7733,136,40,-80498.8,2750.9
7734,136,42,-80641.2,2749.9
7735,136,44,-80781.5,2750.6
7736,136,46,-80919.1,2748
7737,136,48,-81061.6,2749
7738,136,50,-81199.9,2752.1
7739,136,52,-81341.9,2750.1
7740,136,54,-81479,2751.9
7741,136,55,-81545.4,2748.6
7742,136,56,-81613.1,2750.9
7743,136,57,-82068,2750.4
7744,136,58,-82139.7,2746.9
7745,136,59,-82204.7,2750.4
7746,136,60,-82277,2750.2
7747,136,62,-82407.6,2750.9
7748,136,63,-82478.4,2752.7
7749,136,64,-82546.4,2748.9
7750,136,66,-82679.9,2751.4
7751,136,67,-82749.8,2749.4
7752,136,69,-82883.5,2750.9
7753,136,71,-83023.9,2751
7754,136,72,-83095.7,2748.4
7755,136,73,-83162.5,2747.6
7756,136,74,-83233,2751.1
7757,136,75,-83296.7,2750.3
7758,136,77,-83433.9,2748.6
7759,136,78,-83503.5,2750.9
7760,136,79,-83571.8,2748.7
7761,136,80,-83641.8,2747.7
7762,136,81,-83702.7,2752.1
7763,136,82,-83776.2,2752.1
7764,136,83,-83842.1,2750.1
7765,136,84,-83913.7,2752.6
7766,136,85,-83978,2748.4
7767,136,86,-84049.9,2749.6
7768,136,87,-84116.6,2748.1
7769,136,88,-84186.6,2750.1
7770,136,89,-84247.6,2748.7
7771,136,91,-84455.6,2750.4
7772,136,92,-84526.1,2750.5
7773,136,93,-84591,2749.7
7774,136,94,-84527.9,2997.9
7775,136,95,-84460.7,3003
7776,136,96,-84391.5,2999.7
7777,137,2,-98981.2,43591.8
7778,137,3,-99049.2,43592.9
7779,137,5,-99186.7,43591.6
7780,137,7,-99330.9,43593
7781,137,9,-99468.2,43591.7
7782,137,11,-99609.5,43591
7783,137,13,-99750.2,43590.8
7784,137,15,-99889.1,43593.3
7785,137,16,-99958.1,43593.2
7786,137,17,-100028.9,43592.1
7787,137,18,-100100.6,43592
7788,137,20,-100236.1,43590.8
7789,137,22,-100380,43593
7790,137,24,-100519.1,43593.4
7791,137,26,-100658.6,43592.1
7792,137,27,-100731.7,43593.5
7793,137,28,-100886.6,43590.8
7794,137,29,-100954.9,43589.8
7795,137,30,-101030.3,43591.1
7796,137,31,-101097.2,43591.2
7797,137,32,-101168.9,43592.7
7798,137,33,-101233.7,43589.8
7799,137,34,-101310.5,43593.2
7800,137,35,-101376.7,43592.3
7801,137,36,-101448.6,43592.7
7802,137,37,-101513.9,43588.9
7803,137,38,-101590,43589.8
7804,137,39,-101655.6,43590.8
7805,137,40,-101728.4,43590.8
7806,137,42,-101868,43592.4
7807,137,44,-102008.2,43591.9
7808,137,46,-102146.2,43589.9
7809,137,48,-102288.6,43592.4
7810,137,50,-102425.3,43590.9
7811,137,52,-102567.2,43591.9
7812,137,54,-102708.3,43593.3
7813,137,55,-102773.4,43591.8
7814,137,56,-102841.1,43592.3
7815,137,57,-103293.4,43592.1
7816,137,58,-103365.3,43592.5
7817,137,59,-103433,43589.3
7818,137,60,-103503.7,43592.2
7819,137,62,-103635.8,43590.2
7820,137,63,-103706.4,43593.6
7821,137,64,-103774.2,43591.6
7822,137,66,-103908.2,43592.7
7823,137,67,-103979.5,43590.8
7824,137,69,-104111.9,43591.1
7825,137,71,-104249.8,43590.7
7826,137,72,-104321.1,43591.6
7827,137,73,-104388.9,43589.9
7828,137,74,-104459.7,43592.9
7829,137,75,-104524.5,43591.1
7830,137,77,-104662.5,43592.4
7831,137,78,-104732.7,43594.4
7832,137,79,-104795.6,43591.2
7833,137,80,-104867.6,43593.1
7834,137,81,-104933.1,43590.7
7835,137,82,-105001.4,43590.9
7836,137,83,-105071.4,43589
7837,137,84,-105141,43593.1
7838,137,85,-105207,43590.9
7839,137,86,-105275.8,43590.6
7840,137,87,-105341.3,43588.9
7841,137,88,-105413.4,43592.9
7842,137,89,-105477.5,43590.5
7843,137,91,-105679.4,43588.9
7844,137,92,-105753.5,43589.9
7845,137,93,-105817.6,43590.8
7846,137,94,-105752.6,43840.2
7847,137,95,-105684.9,43843
7848,137,96,-105617.7,43842.8
7849,138,2,-91905.4,37754.3
7850,138,3,-91970.6,37759.8
7851,138,5,-92113.3,37757.1
7852,138,7,-92254.2,37756.9
7853,138,9,-92390.7,37756.9
7854,138,11,-92532.8,37759.1
7855,138,13,-92673.8,37757.9
7856,138,15,-92812,37758.6
7857,138,16,-92880.3,37759.5
7858,138,17,-92951.5,37755.2
7859,138,18,-93024.2,37756
7860,138,20,-93162.2,37757.6
7861,138,22,-93302.7,37758.7
7862,138,24,-93443.9,37758.6
7863,138,26,-93581.4,37756.4
7864,138,27,-93652.2,37757.2
7865,138,28,-93812.8,37755.4
7866,138,29,-93880.4,37758.1
7867,138,30,-93951.8,37757.5
7868,138,31,-94020.7,37757.2
7869,138,32,-94091.4,37756.5
7870,138,33,-94160.9,37757.3
7871,138,34,-94230.3,37755.9
7872,138,35,-94299.1,37755.7
7873,138,36,-94371.7,37754.4
7874,138,37,-94440.3,37756.4
7875,138,38,-94509.7,37756.7
7876,138,39,-94578.9,37754.9
7877,138,40,-94651.6,37755.8
7878,138,42,-94789.5,37754.2
7879,138,44,-94931.2,37756.2
7880,138,46,-95071.2,37754.2
7881,138,48,-95212.3,37756.5
7882,138,50,-95349.9,37756.5
7883,138,52,-95491.2,37758
7884,138,54,-95628.7,37755.1
7885,138,55,-95696.8,37757
7886,138,56,-95765,37758.9
7887,138,57,-96218.8,37756.3
7888,138,58,-96289.8,37755.9
7889,138,59,-96354.1,37755.5
7890,138,60,-96424.9,37758.8
7891,138,62,-96560.5,37756.9
7892,138,63,-96629.9,37753.9
7893,138,64,-96694.7,37755.9
7894,138,66,-96830.5,37755.7
7895,138,67,-96900.9,37758.2
7896,138,69,-97034.9,37755.8
7897,138,71,-97176.5,37756
7898,138,72,-97246,37756.7
7899,138,73,-97310.9,37754.9
7900,138,74,-97382,37758.7
7901,138,75,-97448.4,37756.3
7902,138,77,-97586,37754.7
7903,138,78,-97654.7,37756
7904,138,79,-97721.5,37757
7905,138,80,-97789.7,37756.4
7906,138,81,-97856.5,37754
7907,138,82,-97928,37756.6
7908,138,83,-97993.4,37757.3
7909,138,84,-98061.6,37758.3
7910,138,85,-98130.5,37755.1
7911,138,86,-98200.4,37754.6
7912,138,87,-98264.4,37755.7
7913,138,88,-98334.2,37758.2
7914,138,89,-98399.2,37756.2
7915,138,91,-98607,37758.1
7916,138,92,-98675.6,37755.3
7917,138,93,-98743.7,37756.5
7918,138,94,-98675.6,38006.9
7919,138,95,-98611.4,38008.4
7920,138,96,-98542.1,38004
7921,139,2,-98978.4,31922.3
7922,139,3,-99047.8,31924.2
7923,139,5,-99187.9,31921.7
7924,139,7,-99331.3,31924.9
7925,139,9,-99469.3,31920
7926,139,11,-99608.8,31923.1
7927,139,13,-99750,31926.1
7928,139,15,-99886.7,31920.9
7929,139,16,-99957.7,31925.1
7930,139,17,-100026.8,31923.2
7931,139,18,-100099.7,31925.7
7932,139,20,-100237.8,31922.2
7933,139,22,-100380.1,31923.9
7934,139,24,-100520.6,31923.3
7935,139,26,-100658.2,31922.9
7936,139,27,-100730.1,31921
7937,139,28,-100885.8,31922.9
7938,139,29,-100955.7,31921.3
7939,139,30,-101028.8,31924.6
7940,139,31,-101097,31921.6
7941,139,32,-101165.2,31922.2
7942,139,33,-101235.1,31920.5
7943,139,34,-101305.9,31925
7944,139,35,-101375.2,31922.1
7945,139,36,-101447.5,31925
7946,139,37,-101515.6,31920.1
7947,139,38,-101586.9,31924.6
7948,139,39,-101655.8,31922.6
7949,139,40,-101727.8,31925.6
7950,139,42,-101865.6,31921.7
7951,139,44,-102006.7,31922.4
7952,139,46,-102144.8,31923.2
7953,139,48,-102286.5,31925.1
7954,139,50,-102424.9,31920.6
7955,139,52,-102566,31923.5
7956,139,54,-102706.1,31922.9
7957,139,55,-102771.7,31923.6
7958,139,56,-102840.3,31923.5
7959,139,57,-103293.3,31920.4
7960,139,58,-103363.8,31924.1
7961,139,59,-103432.7,31922.2
7962,139,60,-103501.6,31923.1
7963,139,62,-103636.7,31918.9
7964,139,63,-103704.6,31923.8
7965,139,64,-103772.3,31922.4
7966,139,66,-103906.8,31920.8
7967,139,67,-103978.1,31922.1
7968,139,69,-104112.9,31922.4
7969,139,71,-104251.8,31920.9
7970,139,72,-104321.9,31925.3
7971,139,73,-104390,31919.8
7972,139,74,-104456.3,31925.1
7973,139,75,-104523.8,31920.6
7974,139,77,-104660.4,31923.4
7975,139,78,-104731.9,31925.4
7976,139,79,-104797.3,31921.1
7977,139,80,-104866.9,31922.6
7978,139,81,-104931.6,31920.1
7979,139,82,-105003.8,31924.4
7980,139,83,-105070,31919.6
7981,139,84,-105138.4,31922.6
7982,139,85,-105206.4,31923.6
7983,139,86,-105273.5,31922.5
7984,139,87,-105341.2,31921.3
7985,139,88,-105410.9,31922.9
7986,139,89,-105477.1,31921.8
7987,139,91,-105682.9,31918.8
7988,139,92,-105753.1,31922.1
7989,139,93,-105816.3,31922.8
7990,139,94,-105754.1,32171.1
7991,139,95,-105685.1,32173.7
7992,139,96,-105615.3,32173.8
