ID,Dut,Pad,CX,CY
35726,568,24,-15613.7,-140186.9
35727,568,26,-15747.7,-140183.4
35728,568,27,-15818.6,-140183.2
35729,568,28,-15981,-140186.6
35730,568,29,-16044.2,-140183.7
35731,568,30,-16117.2,-140183.2
35732,568,31,-16188.3,-140184.6
35733,568,32,-16262.3,-140184.8
35734,568,33,-16324,-140183.8
35735,568,34,-16396.9,-140183.7
35736,568,35,-16466,-140183.7
35737,568,36,-16541.4,-140185.7
35738,568,37,-16606.9,-140185
35739,568,38,-16677.2,-140184.1
35740,568,39,-16746.6,-140184
35741,568,40,-16817,-140182.5
35742,568,42,-16955.5,-140183.1
35743,568,44,-17097.1,-140184.4
35744,568,46,-17237,-140184
35745,568,48,-17380.5,-140184.5
35746,568,50,-17515.6,-140184.3
35747,568,52,-17659.2,-140186.4
35748,568,54,-17794.8,-140185.4
35749,568,55,-17858.6,-140185.8
35750,568,56,-17933.6,-140187
35751,568,57,-18386.5,-140183.9
35752,568,58,-18458.6,-140185.5
35753,568,59,-18522,-140183.3
35754,568,60,-18590.9,-140184.2
35755,568,62,-18727.9,-140183.4
35756,568,63,-18795.7,-140185.3
35757,568,64,-18863.5,-140182.9
35758,568,66,-19000.3,-140181.2
35759,568,67,-19069.1,-140186.7
35760,568,69,-19202.5,-140183.9
35761,568,71,-19344.8,-140183.5
35762,568,72,-19412.5,-140184.2
35763,568,73,-19479.7,-140185.1
35764,568,74,-19550,-140185.4
35765,568,75,-19617.2,-140184.2
35766,568,77,-19751.7,-140185.1
35767,568,78,-19821.9,-140184.1
35768,568,79,-19888.7,-140185.1
35769,568,80,-19958.1,-140183.7
35770,568,81,-20023,-140183.1
35771,568,82,-20092.9,-140183.7
35772,568,83,-20160.7,-140184.8
35773,568,84,-20228.2,-140183.5
35774,568,85,-20294.8,-140184.6
35775,568,86,-20368.3,-140184.4
35776,568,87,-20433.8,-140183.7
35777,568,88,-20500.8,-140184
35778,568,89,-20564.6,-140182.4
35779,568,91,-20774.3,-140183.2
35780,568,92,-20842.4,-140186.5
35781,568,93,-20908.7,-140182.6
35782,568,94,-20845.6,-139936.3
35783,568,95,-20773.2,-139934
35784,568,96,-20706.3,-139934.8
35785,569,2,-6996.4,-105178.8
35786,569,3,-7060.2,-105178.5
35787,569,5,-7201.8,-105176.8
35788,569,7,-7342.7,-105181
35789,569,9,-7485.2,-105178.5
35790,569,11,-7621.3,-105180.2
35791,569,13,-7764.2,-105179
35792,569,15,-7899.5,-105176.8
35793,569,16,-7970.4,-105179
35794,569,17,-8044.1,-105180
35795,569,18,-8111.2,-105180.6
35796,569,20,-8251.3,-105178.4
35797,569,22,-8391.6,-105180
35798,569,24,-8531.7,-105180.2
35799,569,26,-8673.5,-105179
35800,569,27,-8741.4,-105178.9
35801,569,28,-8901.9,-105178.3
35802,569,29,-8969.4,-105177
35803,569,30,-9040.2,-105177.3
35804,569,31,-9111,-105177.9
35805,569,32,-9181.4,-105176.7
35806,569,33,-9249.6,-105179
35807,569,34,-9320.4,-105178.7
35808,569,35,-9392.6,-105178.7
35809,569,36,-9463.9,-105178.8
35810,569,37,-9529.1,-105178.6
35811,569,38,-9600.2,-105178.7
35812,569,39,-9670.1,-105178.7
35813,569,40,-9740.1,-105180.1
35814,569,42,-9880.4,-105179.1
35815,569,44,-10021.1,-105177.8
35816,569,46,-10162.1,-105179.6
35817,569,48,-10304.4,-105179.1
35818,569,50,-10440.3,-105177.9
35819,569,52,-10581.7,-105178.7
35820,569,54,-10718.5,-105179.9
35821,569,55,-10790.1,-105180
35822,569,56,-10853.7,-105178.5
35823,569,57,-11309.5,-105178.2
35824,569,58,-11381.2,-105180.1
35825,569,59,-11449.3,-105178.8
35826,569,60,-11514.9,-105178.1
35827,569,62,-11649.4,-105179
35828,569,63,-11721.7,-105179.7
35829,569,64,-11789.1,-105177.4
35830,569,66,-11922.1,-105178.4
35831,569,67,-11991.6,-105177.7
35832,569,69,-12127,-105177.6
35833,569,71,-12266.3,-105178.2
35834,569,72,-12335.5,-105177.7
35835,569,73,-12403.9,-105178.6
35836,569,74,-12471.5,-105177.9
35837,569,75,-12538.8,-105178.7
35838,569,77,-12677.4,-105178.2
35839,569,78,-12745.8,-105180.1
35840,569,79,-12810.9,-105178.2
35841,569,80,-12879.9,-105177.9
35842,569,81,-12946.2,-105178.9
35843,569,82,-13016.5,-105179.1
35844,569,83,-13082.5,-105177.7
35845,569,84,-13153.5,-105176.9
35846,569,85,-13219.7,-105179.5
35847,569,86,-13291.6,-105180.3
35848,569,87,-13356.2,-105178.5
35849,569,88,-13424.1,-105178.4
35850,569,89,-13493.2,-105178.9
35851,569,91,-13697.2,-105177.7
35852,569,92,-13767.9,-105180.8
35853,569,93,-13833.4,-105176.9
35854,569,94,-13767.8,-104930.5
35855,569,95,-13698.2,-104929.9
35856,569,96,-13629,-104928.5
35857,570,2,83.6,-108095.7
35858,570,3,15.2,-108094.9
35859,570,5,-129.4,-108096.6
35860,570,7,-270.2,-108097.4
35861,570,9,-406.3,-108095.2
35862,570,11,-546.5,-108095.3
35863,570,13,-686,-108097.9
35864,570,15,-829.7,-108097.2
35865,570,16,-894.3,-108095.5
35866,570,17,-966.3,-108094.7
35867,570,18,-1033.7,-108097.7
35868,570,20,-1178.6,-108095.6
35869,570,22,-1316,-108094.7
35870,570,24,-1459.1,-108097.1
35871,570,26,-1596.4,-108095.9
35872,570,27,-1665.5,-108095.4
35873,570,28,-1824.9,-108095.9
35874,570,29,-1895.7,-108096.3
35875,570,30,-1964.8,-108096.6
35876,570,31,-2033.5,-108096.3
35877,570,32,-2107.1,-108097
35878,570,33,-2177.6,-108096.6
35879,570,34,-2246.3,-108097.3
35880,570,35,-2314.5,-108095
35881,570,36,-2387.4,-108096.7
35882,570,37,-2456.4,-108095.6
35883,570,38,-2524.2,-108095.5
35884,570,39,-2594,-108096.9
35885,570,40,-2664.7,-108097.2
35886,570,42,-2808.6,-108097.2
35887,570,44,-2944.7,-108094.9
35888,570,46,-3084.3,-108094.4
35889,570,48,-3227.6,-108096
35890,570,50,-3367.7,-108095.5
35891,570,52,-3504.6,-108096.8
35892,570,54,-3643.4,-108097
35893,570,55,-3710.8,-108095.8
35894,570,56,-3780.7,-108094.7
35895,570,57,-4238.9,-108097.3
35896,570,58,-4302.3,-108097.2
35897,570,59,-4371.4,-108095.5
35898,570,60,-4439,-108096.3
35899,570,62,-4577.2,-108096.4
35900,570,63,-4642.9,-108097.5
35901,570,64,-4710.3,-108096.9
35902,570,66,-4850,-108096
35903,570,67,-4914.6,-108095.1
35904,570,69,-5051,-108094.9
35905,570,71,-5194.8,-108096.8
35906,570,72,-5258.6,-108096.2
35907,570,73,-5327.3,-108095.4
35908,570,74,-5397.5,-108094.3
35909,570,75,-5465.9,-108097.1
35910,570,77,-5599.3,-108096.6
35911,570,78,-5670.8,-108098.2
35912,570,79,-5739.9,-108097.6
35913,570,80,-5805.6,-108095.5
35914,570,81,-5871.3,-108095.2
35915,570,82,-5939.9,-108097.2
35916,570,83,-6010.3,-108096.9
35917,570,84,-6076.9,-108095.8
35918,570,85,-6143.4,-108094.9
35919,570,86,-6215.6,-108098.6
35920,570,87,-6282.3,-108097.6
35921,570,88,-6347.9,-108096.3
35922,570,89,-6414.1,-108096.8
35923,570,91,-6623.3,-108094.8
35924,570,92,-6690.8,-108099.8
35925,570,93,-6756.8,-108095.1
35926,570,94,-6690.3,-107848.5
35927,570,95,-6621.2,-107847
35928,570,96,-6552.9,-107846.2
35929,571,2,-6993.7,-116848.8
35930,571,3,-7061.1,-116847.9
35931,571,5,-7204.1,-116848.3
35932,571,7,-7343.4,-116849
35933,571,9,-7481,-116849.3
35934,571,11,-7621.9,-116847.7
35935,571,13,-7763,-116845.9
35936,571,15,-7903.5,-116848.8
35937,571,16,-7971.3,-116847.4
35938,571,17,-8042,-116849.7
35939,571,18,-8112.3,-116849.2
35940,571,20,-8254.4,-116849.9
35941,571,22,-8391.3,-116847.8
35942,571,24,-8535.9,-116848.5
35943,571,26,-8671.9,-116848
35944,571,27,-8743,-116846.9
35945,571,28,-8903.5,-116849.1
35946,571,29,-8972.6,-116849.1
35947,571,30,-9040.8,-116845.7
35948,571,31,-9109,-116846.9
35949,571,32,-9184,-116849.2
35950,571,33,-9251.6,-116849.1
35951,571,34,-9319.4,-116846.7
35952,571,35,-9388.9,-116848.1
35953,571,36,-9463,-116849.5
35954,571,37,-9532.1,-116848.1
35955,571,38,-9600,-116846.8
35956,571,39,-9668.2,-116848.2
35957,571,40,-9741.2,-116848.4
35958,571,42,-9881.3,-116848.8
35959,571,44,-10021.3,-116847.5
35960,571,46,-10159.9,-116846.7
35961,571,48,-10301.5,-116848.4
35962,571,50,-10441.8,-116848.9
35963,571,52,-10580.5,-116848.2
35964,571,54,-10720.8,-116846.8
35965,571,55,-10786.8,-116848.5
35966,571,56,-10855.3,-116846.7
35967,571,57,-11309.1,-116849.7
35968,571,58,-11380.3,-116846.9
35969,571,59,-11446.5,-116848.3
35970,571,60,-11516.9,-116847.8
35971,571,62,-11651.2,-116849.5
35972,571,63,-11718.4,-116848.2
35973,571,64,-11787.4,-116848.5
35974,571,66,-11925.1,-116849
35975,571,67,-11990.8,-116847.1
35976,571,69,-12126.2,-116848.2
35977,571,71,-12269.6,-116849.9
35978,571,72,-12338.3,-116848.4
35979,571,73,-12403.1,-116846.8
35980,571,74,-12470.3,-116846.1
35981,571,75,-12542.8,-116849.6
35982,571,77,-12674.9,-116847
35983,571,78,-12744.8,-116848.2
35984,571,79,-12813.5,-116850.6
35985,571,80,-12879.2,-116846.5
35986,571,81,-12944.2,-116847
35987,571,82,-13017.6,-116847.7
35988,571,83,-13086.2,-116846.5
35989,571,84,-13153.9,-116848.8
35990,571,85,-13219.9,-116847.3
35991,571,86,-13288.7,-116846.8
35992,571,87,-13356.6,-116848.8
35993,571,88,-13424,-116845.7
35994,571,89,-13489.6,-116847.3
35995,571,91,-13696.7,-116849.7
35996,571,92,-13767.6,-116849.6
35997,571,93,-13832.4,-116847.2
35998,571,94,-13767,-116599.9
35999,571,95,-13699.4,-116596.9
36000,571,96,-13629.6,-116597.5
36001,572,2,82.9,-119764.8
36002,572,3,14.2,-119762
36003,572,5,-127.6,-119766
36004,572,7,-267.1,-119765.6
36005,572,9,-404.9,-119765
36006,572,11,-546.3,-119765.7
36007,572,13,-687.1,-119764.6
36008,572,15,-828.5,-119764.7
36009,572,16,-894.4,-119764.2
36010,572,17,-963.9,-119764
36011,572,18,-1039.9,-119765.8
36012,572,20,-1177.3,-119764.9
36013,572,22,-1316.2,-119764.6
36014,572,24,-1459.2,-119766.2
36015,572,26,-1596.5,-119764.7
36016,572,27,-1665.4,-119763.8
36017,572,28,-1826.5,-119762.5
36018,572,29,-1895.5,-119765.7
36019,572,30,-1965.7,-119765
36020,572,31,-2033.2,-119764.8
36021,572,32,-2107.4,-119765.3
36022,572,33,-2176.1,-119764.4
36023,572,34,-2245.8,-119765.4
36024,572,35,-2313.8,-119765.2
36025,572,36,-2385.5,-119762.9
36026,572,37,-2456.7,-119764.9
36027,572,38,-2523.8,-119764.1
36028,572,39,-2593,-119765.9
36029,572,40,-2664.7,-119764.7
36030,572,42,-2807.1,-119765
36031,572,44,-2945.1,-119765
36032,572,46,-3084.3,-119764.4
36033,572,48,-3224.7,-119763.1
36034,572,50,-3366.6,-119765.8
36035,572,52,-3505.1,-119767.2
36036,572,54,-3645.1,-119764.8
36037,572,55,-3709,-119763.7
36038,572,56,-3779,-119763.2
36039,572,57,-4236.5,-119764.4
36040,572,58,-4305.6,-119764.6
36041,572,59,-4370.9,-119765.3
36042,572,60,-4438.6,-119763.4
36043,572,62,-4577.6,-119765.9
36044,572,63,-4645.5,-119765.6
36045,572,64,-4711.1,-119764
36046,572,66,-4848.5,-119765.8
36047,572,67,-4914,-119764.6
36048,572,69,-5049.9,-119763.9
36049,572,71,-5193.3,-119766.3
36050,572,72,-5259.9,-119762.2
36051,572,73,-5325,-119765.1
36052,572,74,-5396.3,-119764.2
36053,572,75,-5464.8,-119764.9
36054,572,77,-5599.2,-119764.2
36055,572,78,-5668.8,-119765
36056,572,79,-5738.8,-119766.4
36057,572,80,-5806.1,-119763.9
36058,572,81,-5869.2,-119766.1
36059,572,82,-5940.3,-119763.8
36060,572,83,-6009.1,-119766.2
36061,572,84,-6076.8,-119765.1
36062,572,85,-6142.7,-119766.5
36063,572,86,-6214.6,-119766.2
36064,572,87,-6283,-119765.8
36065,572,88,-6347.5,-119764.8
36066,572,89,-6414.6,-119765.1
36067,572,91,-6622.4,-119764.8
36068,572,92,-6690.1,-119766.5
36069,572,93,-6757.6,-119764.6
36070,572,94,-6690.5,-119518.1
36071,572,95,-6620.6,-119514.4
36072,572,96,-6553.4,-119517
36073,573,2,-6993.5,-128514.5
36074,573,3,-7063.6,-128517.4
36075,573,5,-7202.9,-128516.8
36076,573,7,-7345.3,-128518.1
36077,573,9,-7481.2,-128515.2
36078,573,11,-7625.6,-128517.7
36079,573,13,-7764,-128516.4
36080,573,15,-7901.5,-128515.4
36081,573,16,-7973.6,-128518.6
36082,573,17,-8041.3,-128515.7
36083,573,18,-8110.6,-128517.2
36084,573,20,-8252.4,-128516.4
36085,573,22,-8393.7,-128518.6
36086,573,24,-8534,-128517.8
36087,573,26,-8672.6,-128515.3
36088,573,27,-8741.9,-128517.3
36089,573,28,-8899.4,-128518.2
36090,573,29,-8969.7,-128516.2
36091,573,30,-9041.9,-128515.7
36092,573,31,-9109.7,-128516.1
36093,573,32,-9181,-128515.9
36094,573,33,-9249.9,-128515.4
36095,573,34,-9321.7,-128515.7
36096,573,35,-9391,-128515.4
36097,573,36,-9460.5,-128515.7
36098,573,37,-9530.9,-128516
36099,573,38,-9600.8,-128517.4
36100,573,39,-9669.3,-128515.9
36101,573,40,-9741.4,-128518.5
36102,573,42,-9881.8,-128517.1
36103,573,44,-10025,-128517
36104,573,46,-10158.7,-128515.5
36105,573,48,-10300.6,-128516.6
36106,573,50,-10440.8,-128514.9
36107,573,52,-10582,-128517.4
36108,573,54,-10722.5,-128518.6
36109,573,55,-10786,-128515.1
36110,573,56,-10855.1,-128517.4
36111,573,57,-11310.5,-128516.8
36112,573,58,-11378.5,-128518.8
36113,573,59,-11443.1,-128516.6
36114,573,60,-11515.8,-128514.1
36115,573,62,-11650.6,-128515.4
36116,573,63,-11720.4,-128518.3
36117,573,64,-11786.9,-128515.5
36118,573,66,-11923.9,-128516.4
36119,573,67,-11990.7,-128516.9
36120,573,69,-12126.6,-128515
36121,573,71,-12267.4,-128514.8
36122,573,72,-12336.5,-128515.5
36123,573,73,-12401.5,-128515.1
36124,573,74,-12472.8,-128516.4
36125,573,75,-12540.6,-128517.2
36126,573,77,-12675.2,-128516.3
36127,573,78,-12745.8,-128516.2
36128,573,79,-12811.7,-128515.9
36129,573,80,-12878.7,-128516.1
36130,573,81,-12946.5,-128515.8
36131,573,82,-13017.4,-128516.3
36132,573,83,-13083.2,-128516.4
36133,573,84,-13153,-128516.6
36134,573,85,-13218.5,-128515
36135,573,86,-13288.3,-128518.3
36136,573,87,-13357.4,-128515.5
36137,573,88,-13424.7,-128516.9
36138,573,89,-13490,-128515.2
36139,573,91,-13698.3,-128515.7
36140,573,92,-13765.2,-128519.4
36141,573,93,-13831.2,-128515
36142,573,94,-13766.6,-128268.7
36143,573,95,-13698.7,-128266.9
36144,573,96,-13627.7,-128269.3
36145,574,2,82.1,-131434.5
36146,574,3,11.8,-131432.2
36147,574,5,-125.6,-131433.1
36148,574,7,-267.7,-131433.7
36149,574,9,-406.7,-131434.4
36150,574,11,-545.5,-131431.5
36151,574,13,-689.3,-131432.1
36152,574,15,-824.3,-131432.3
36153,574,16,-895.6,-131431.5
36154,574,17,-965.6,-131433.2
36155,574,18,-1038.6,-131432.4
36156,574,20,-1174,-131432.7
36157,574,22,-1316.7,-131433.6
36158,574,24,-1461.2,-131433.9
36159,574,26,-1597.1,-131433.6
36160,574,27,-1667.8,-131435.6
36161,574,28,-1827.8,-131435.2
36162,574,29,-1894.8,-131432.8
36163,574,30,-1964.1,-131432
36164,574,31,-2033.9,-131433.3
36165,574,32,-2103.4,-131433.4
36166,574,33,-2173.8,-131432.4
36167,574,34,-2246.9,-131434.1
36168,574,35,-2314.6,-131433.7
36169,574,36,-2388.9,-131434.4
36170,574,37,-2451.8,-131432.6
36171,574,38,-2524.8,-131432.6
36172,574,39,-2593.6,-131433.2
36173,574,40,-2665.4,-131434.1
36174,574,42,-2803.8,-131432.4
36175,574,44,-2947,-131435.4
36176,574,46,-3084.3,-131433.4
36177,574,48,-3225.4,-131434
36178,574,50,-3362,-131434.1
36179,574,52,-3505.8,-131435.4
36180,574,54,-3644.4,-131434.1
36181,574,55,-3711.4,-131433.2
36182,574,56,-3781.1,-131434.4
36183,574,57,-4236.7,-131436.4
36184,574,58,-4300.5,-131433.9
36185,574,59,-4369.5,-131433.1
36186,574,60,-4437.5,-131433
36187,574,62,-4573.5,-131433.1
36188,574,63,-4644.1,-131434.4
36189,574,64,-4712,-131434.1
36190,574,66,-4845.8,-131432.2
36191,574,67,-4916.4,-131436.1
36192,574,69,-5051.9,-131433.2
36193,574,71,-5188.9,-131432.9
36194,574,72,-5262.9,-131433.2
36195,574,73,-5328,-131434.5
36196,574,74,-5399.2,-131435.1
36197,574,75,-5462.6,-131432.6
36198,574,77,-5600.4,-131432.8
36199,574,78,-5670.9,-131435.9
36200,574,79,-5735.7,-131435
36201,574,80,-5805.8,-131432.1
36202,574,81,-5870.7,-131434
36203,574,82,-5941.1,-131431.9
36204,574,83,-6006.9,-131433.8
36205,574,84,-6076.8,-131433.7
36206,574,85,-6144.9,-131433.3
36207,574,86,-6212.5,-131434
36208,574,87,-6279.8,-131433.4
36209,574,88,-6348.5,-131435.3
36210,574,89,-6416.2,-131434
36211,574,91,-6621,-131432.1
36212,574,92,-6691.3,-131434.1
36213,574,93,-6757.8,-131431.3
36214,574,94,-6687.8,-131185.3
36215,574,95,-6620.3,-131181.9
36216,574,96,-6553.3,-131185.8
36217,575,2,-6995,-140183.3
36218,575,3,-7064.1,-140184.5
36219,575,5,-7201.1,-140187.9
36220,575,7,-7345.2,-140185
36221,575,9,-7483.6,-140184
36222,575,11,-7625.4,-140184.5
36223,575,13,-7765.1,-140186.9
36224,575,15,-7901,-140184.3
36225,575,16,-7974.4,-140185.7
36226,575,17,-8042.5,-140184.2
36227,575,18,-8114.2,-140185.9
36228,575,20,-8251.4,-140185.7
36229,575,22,-8392.5,-140185.2
36230,575,24,-8532.6,-140183.4
36231,575,26,-8672.2,-140183.3
36232,575,27,-8742.1,-140184.8
36233,575,28,-8901.6,-140185.1
36234,575,29,-8969.5,-140183.5
36235,575,30,-9040.3,-140184.9
36236,575,31,-9110,-140184
36237,575,32,-9183,-140186.8
36238,575,33,-9251,-140184.8
36239,575,34,-9320.9,-140184.3
36240,575,35,-9391.2,-140184.5
36241,575,36,-9459.9,-140185.7
36242,575,37,-9529.4,-140183.5
36243,575,38,-9604,-140186.1
36244,575,39,-9669.4,-140185.3
36245,575,40,-9742.8,-140187.5
36246,575,42,-9878.1,-140184.8
36247,575,44,-10024.9,-140185.5
36248,575,46,-10161.6,-140185.1
36249,575,48,-10300.4,-140185.5
36250,575,50,-10443,-140184.8
36251,575,52,-10584.9,-140184.5
36252,575,54,-10722.3,-140186.4
36253,575,55,-10787.9,-140183
36254,575,56,-10855.5,-140185
36255,575,57,-11312,-140184.6
36256,575,58,-11378.3,-140185.1
36257,575,59,-11448.2,-140183
36258,575,60,-11516.2,-140183.7
36259,575,62,-11651.9,-140182.8
36260,575,63,-11719.2,-140184.8
36261,575,64,-11785.9,-140185.9
36262,575,66,-11923.3,-140183
36263,575,67,-11993.9,-140186.1
36264,575,69,-12125.1,-140182.3
36265,575,71,-12268.7,-140184.2
36266,575,72,-12336,-140183.7
36267,575,73,-12404,-140183.6
36268,575,74,-12475.3,-140185.3
36269,575,75,-12541.3,-140184.2
36270,575,77,-12675.5,-140183.4
36271,575,78,-12744.5,-140183.2
36272,575,79,-12812.6,-140184
36273,575,80,-12883.7,-140182.6
36274,575,81,-12948,-140184.2
36275,575,82,-13017.7,-140187.3
36276,575,83,-13083.6,-140183.1
36277,575,84,-13154.2,-140184.5
36278,575,85,-13217.2,-140183.9
36279,575,86,-13290.9,-140184.4
36280,575,87,-13358.5,-140184.1
36281,575,88,-13427.5,-140186.5
36282,575,89,-13490.1,-140182.8
36283,575,91,-13698.9,-140184.1
36284,575,92,-13767.2,-140187.3
36285,575,93,-13830.8,-140182.2
36286,575,94,-13766.9,-139936.5
36287,575,95,-13699.6,-139932.6
36288,575,96,-13632.5,-139938
36289,576,2,82.9,-143101.5
36290,576,3,9.3,-143101.6
36291,576,5,-125.6,-143101.8
36292,576,7,-269.3,-143102.6
36293,576,9,-406.7,-143100.9
36294,576,11,-549.4,-143101.9
36295,576,13,-687.2,-143100.1
36296,576,15,-824.5,-143099.9
36297,576,16,-895.4,-143101.5
36298,576,17,-966.1,-143101.6
36299,576,18,-1038.2,-143102.7
36300,576,20,-1175.8,-143101.3
36301,576,22,-1316.4,-143100.1
36302,576,24,-1458.3,-143102.6
36303,576,26,-1597.6,-143101.1
36304,576,27,-1668.7,-143100.5
36305,576,28,-1823.4,-143100.8
36306,576,29,-1891.9,-143099.9
36307,576,30,-1964.9,-143102
36308,576,31,-2035.4,-143102.7
36309,576,32,-2105.9,-143102.4
36310,576,33,-2172.3,-143100.6
36311,576,34,-2247,-143103.8
36312,576,35,-2315.4,-143101.9
36313,576,36,-2385.2,-143103.2
36314,576,37,-2453.8,-143103.7
36315,576,38,-2526.3,-143101.6
36316,576,39,-2594.2,-143101.2
36317,576,40,-2662.5,-143101.2
36318,576,42,-2803.5,-143100.3
36319,576,44,-2944.9,-143100.7
36320,576,46,-3085.1,-143102.1
36321,576,48,-3225.1,-143103
36322,576,50,-3363.4,-143099.4
36323,576,52,-3504.9,-143099.3
36324,576,54,-3645.2,-143104.3
36325,576,55,-3710.6,-143100.8
36326,576,56,-3782.8,-143101.1
36327,576,57,-4234.1,-143101.2
36328,576,58,-4303.2,-143103.2
36329,576,59,-4371.2,-143101.9
36330,576,60,-4438.1,-143097.5
36331,576,62,-4574.2,-143100.3
36332,576,63,-4641.6,-143101.2
36333,576,64,-4711.9,-143099.7
36334,576,66,-4846.1,-143099.9
36335,576,67,-4916.8,-143103.3
36336,576,69,-5051.2,-143100.3
36337,576,71,-5189.9,-143100.9
36338,576,72,-5258.1,-143100.6
36339,576,73,-5326.7,-143101.6
36340,576,74,-5400.2,-143099.5
36341,576,75,-5462.6,-143101.4
36342,576,77,-5599.1,-143101.4
36343,576,78,-5667.6,-143101.4
36344,576,79,-5735.7,-143102.1
36345,576,80,-5803,-143101.1
36346,576,81,-5869.9,-143102.4
36347,576,82,-5938.4,-143103.1
36348,576,83,-6008.3,-143103.4
36349,576,84,-6078.9,-143102.1
36350,576,85,-6143.1,-143102.1
36351,576,86,-6210.8,-143103.2
36352,576,87,-6278.3,-143100.4
36353,576,88,-6348.2,-143098.1
36354,576,89,-6415.4,-143102.6
36355,576,91,-6618.5,-143099.2
36356,576,92,-6688,-143104.4
36357,576,93,-6756.2,-143099.4
36358,576,94,-6690.3,-142852.8
36359,576,95,-6624.3,-142850.3
36360,576,96,-6555.2,-142853
36361,577,2,134524.9,-43921.9
36362,577,3,134456.2,-43921.9
36363,577,5,134315.2,-43922.4
36364,577,7,134172.9,-43922.9
36365,577,9,134037.5,-43922.1
36366,577,11,133896.3,-43920
36367,577,13,133753.6,-43921.8
36368,577,15,133616.7,-43921.6
36369,577,16,133547.3,-43921.1
36370,577,17,133477.8,-43924.5
36371,577,18,133404.2,-43921.4
36372,577,20,133266.1,-43921.7
36373,577,22,133128.7,-43920.1
36374,577,24,132984.5,-43923.2
36375,577,26,132848.2,-43922.3
36376,577,27,132775.7,-43920.9
36377,577,28,132616.9,-43923.2
36378,577,29,132549.1,-43923.6
36379,577,30,132477.3,-43922.6
36380,577,31,132407.9,-43921.4
36381,577,32,132336.4,-43921.2
36382,577,33,132267.3,-43920.3
36383,577,34,132197.2,-43920.6
36384,577,35,132130,-43924.7
36385,577,36,132055.5,-43921.5
36386,577,37,131988.4,-43925
36387,577,38,131918.6,-43920.1
36388,577,39,131850.6,-43924.5
36389,577,40,131777.2,-43921.1
36390,577,42,131638.3,-43922
36391,577,44,131496.8,-43919.8
36392,577,46,131359,-43922.9
36393,577,48,131216.4,-43922.8
36394,577,50,131078.2,-43921.5
36395,577,52,130938.4,-43919.5
36396,577,54,130797.4,-43919.4
36397,577,55,130733.2,-43923.5
36398,577,56,130661.4,-43922
36399,577,57,130207.4,-43923.1
36400,577,58,130137.9,-43921
36401,577,59,130072.5,-43923.5
36402,577,60,130004.2,-43920.6
36403,577,62,129867,-43922.8
36404,577,63,129797.9,-43923.2
36405,577,64,129732.5,-43922.1
36406,577,66,129593.9,-43924.5
36407,577,67,129525.2,-43920.8
36408,577,69,129391.2,-43924.2
36409,577,71,129249.6,-43923.7
36410,577,72,129180.2,-43918.5
36411,577,73,129116.6,-43923.2
36412,577,74,129046,-43919.7
36413,577,75,128977.5,-43923.4
36414,577,77,128844.7,-43923.3
36415,577,78,128772.4,-43923.2
36416,577,79,128705.4,-43922.4
36417,577,80,128638.2,-43922.9
36418,577,81,128570.6,-43923.4
36419,577,82,128499.2,-43921.3
36420,577,83,128434.6,-43921.1
36421,577,84,128364.4,-43920.5
36422,577,85,128298.4,-43923.4
36423,577,86,128228.8,-43921
36424,577,87,128161.6,-43923.2
36425,577,88,128093.9,-43922.2
36426,577,89,128026.1,-43923.5
36427,577,91,127822,-43921.4
36428,577,92,127750.6,-43924.1
36429,577,93,127687.3,-43920
36430,577,94,127753.3,-43672.3
36431,577,95,127819.5,-43671.6
36432,577,96,127887.5,-43672.8
36433,578,2,141600.2,-38087.7
36434,578,3,141534.4,-38085.9
36435,578,5,141391,-38087.7
36436,578,7,141247.7,-38085.2
36437,578,9,141113.4,-38089.4
36438,578,11,140969.1,-38084.4
36439,578,13,140831.8,-38087.3
36440,578,15,140690.8,-38088.5
36441,578,16,140621.3,-38086.1
36442,578,17,140551.3,-38087.2
36443,578,18,140483.1,-38087.6
36444,578,20,140339.8,-38087.2
36445,578,22,140200.5,-38083.5
36446,578,24,140059.8,-38085.5
36447,578,26,139922.6,-38087.4
36448,578,27,139850.7,-38084.2
36449,578,28,139693.8,-38084.3
36450,578,29,139623.8,-38085
36451,578,30,139552.8,-38084.5
36452,578,31,139484.7,-38089.1
36453,578,32,139414,-38086.3
36454,578,33,139342,-38088.3
36455,578,34,139271.1,-38085.6
36456,578,35,139204.1,-38089.9
36457,578,36,139134.1,-38085.6
36458,578,37,139062.7,-38090.3
36459,578,38,138992.2,-38085
36460,578,39,138925.8,-38089.8
36461,578,40,138852.2,-38088.2
36462,578,42,138711.8,-38088.4
36463,578,44,138572.2,-38084.5
36464,578,46,138435,-38088.7
36465,578,48,138292.6,-38086.6
36466,578,50,138152.3,-38089.8
36467,578,52,138012.8,-38085.3
36468,578,54,137873.5,-38084.5
36469,578,55,137807.2,-38090.5
36470,578,56,137740.3,-38086.7
36471,578,57,137283.1,-38086.8
36472,578,58,137213.4,-38085.8
36473,578,59,137149.7,-38089.3
36474,578,60,137080.2,-38085.2
36475,578,62,136943.2,-38088.3
36476,578,63,136875,-38087.2
36477,578,64,136807.6,-38088.6
36478,578,66,136671.1,-38087.7
36479,578,67,136599.5,-38087.1
36480,578,69,136468.2,-38089.7
36481,578,71,136326,-38089.3
36482,578,72,136258.6,-38084.9
36483,578,73,136192.3,-38089.7
36484,578,74,136120.1,-38083.9
36485,578,75,136053.8,-38085.6
